mutant_id	class	path	line	oracle_a	oracle_b	oracle_c	checks_killed	killed_ids
forbidden_phrase#037	forbidden_phrase	README.md	196	1	0	0	1	PHR-README.md
forbidden_phrase#038	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#039	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#040	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#041	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#042	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#043	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#044	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#045	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#046	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#047	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#048	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#049	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#050	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#051	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#052	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#053	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#054	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#055	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#056	forbidden_phrase	CITATION.bib	21	1	0	0	1	PHR-CITATION.bib
forbidden_phrase#057	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#058	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#059	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#060	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#061	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#062	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#063	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#064	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#065	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#066	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#067	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#068	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#069	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#070	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#071	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#072	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#073	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#074	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#075	forbidden_phrase	references.bib	31	1	0	0	1	PHR-references.bib
forbidden_phrase#076	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#077	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#078	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#079	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#080	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#081	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#082	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#083	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#084	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#085	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#086	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#087	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#088	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#089	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#090	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#091	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#092	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#093	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
forbidden_phrase#094	forbidden_phrase	mutation_report.md	140	1	0	0	1	PHR-mutation_report.md
front_matter_drift#000	front_matter_drift	paper.md	2	0	0	0	0	
front_matter_drift#001	front_matter_drift	paper.md	2	0	0	0	0	
front_matter_drift#002	front_matter_drift	paper.md	8	0	0	0	0	
front_matter_drift#003	front_matter_drift	paper.md	8	0	0	0	0	
front_matter_drift#004	front_matter_drift	README.md	1	1	0	0	1	FM-title-README.md
front_matter_drift#005	front_matter_drift	README.md	1	1	0	0	1	FM-title-README.md
front_matter_drift#006	front_matter_drift	CITATION.bib	15	1	0	0	1	FM-title-CITATION.bib
front_matter_drift#007	front_matter_drift	CITATION.bib	15	1	0	0	1	FM-title-CITATION.bib
front_matter_drift#008	front_matter_drift	paper.md	3	0	0	0	0	
front_matter_drift#009	front_matter_drift	paper.md	3	0	0	0	0	
front_matter_drift#010	front_matter_drift	paper.md	10	0	0	0	0	
front_matter_drift#011	front_matter_drift	paper.md	10	0	0	0	0	
front_matter_drift#012	front_matter_drift	README.md	3	1	0	0	1	FM-author-README.md
front_matter_drift#013	front_matter_drift	README.md	3	1	0	0	1	FM-author-README.md
front_matter_drift#014	front_matter_drift	CITATION.bib	16	1	0	0	1	FM-author-CITATION.bib
front_matter_drift#015	front_matter_drift	CITATION.bib	16	1	0	0	1	FM-author-CITATION.bib
front_matter_drift#016	front_matter_drift	paper.md	4	1	0	0	1	FM-year-paper.md
front_matter_drift#017	front_matter_drift	README.md	3	1	0	0	1	FM-year-README.md
front_matter_drift#018	front_matter_drift	CITATION.bib	14	1	0	0	1	FM-citation-key
front_matter_drift#019	front_matter_drift	CITATION.bib	17	0	0	0	0	
frozen_value_edited#000	frozen_value_edited	src/frozen_claims.py	75	1	0	0	1	FRZ-n_digits_q
frozen_value_edited#001	frozen_value_edited	src/frozen_claims.py	77	1	0	0	1	FRZ-n_categories_q
frozen_value_edited#002	frozen_value_edited	src/frozen_claims.py	81	1	0	0	1	FRZ-n_digits_data
frozen_value_edited#003	frozen_value_edited	src/frozen_claims.py	83	1	0	0	1	FRZ-n_reference_digits
frozen_value_edited#004	frozen_value_edited	src/frozen_claims.py	87	1	0	0	1	FRZ-n_categories_null
frozen_value_edited#005	frozen_value_edited	src/frozen_claims.py	89	1	0	0	1	FRZ-expected_count
frozen_value_edited#006	frozen_value_edited	src/frozen_claims.py	91	1	0	0	1	FRZ-degrees_of_freedom
frozen_value_edited#007	frozen_value_edited	src/frozen_claims.py	93	1	0	0	2	COV-orphan-numbers,FRZ-alpha
frozen_value_edited#008	frozen_value_edited	src/frozen_claims.py	97	1	0	0	1	FRZ-count_0
frozen_value_edited#009	frozen_value_edited	src/frozen_claims.py	98	1	0	0	2	FIG-labels-counts,FRZ-count_1
frozen_value_edited#010	frozen_value_edited	src/frozen_claims.py	99	1	0	0	2	COV-orphan-numbers,FRZ-count_2
frozen_value_edited#011	frozen_value_edited	src/frozen_claims.py	100	1	0	0	2	COV-orphan-numbers,FRZ-count_3
frozen_value_edited#012	frozen_value_edited	src/frozen_claims.py	101	1	0	0	1	FRZ-count_4
frozen_value_edited#013	frozen_value_edited	src/frozen_claims.py	102	1	0	0	2	COV-orphan-numbers,FRZ-count_5
frozen_value_edited#014	frozen_value_edited	src/frozen_claims.py	103	1	0	0	2	COV-orphan-numbers,FRZ-count_6
frozen_value_edited#015	frozen_value_edited	src/frozen_claims.py	104	1	0	0	3	COV-orphan-numbers,FIG-labels-counts,FRZ-count_7
frozen_value_edited#016	frozen_value_edited	src/frozen_claims.py	105	1	0	0	2	COV-orphan-numbers,FRZ-count_8
frozen_value_edited#017	frozen_value_edited	src/frozen_claims.py	106	1	0	0	3	COV-orphan-numbers,FIG-labels-counts,FRZ-count_9
frozen_value_edited#018	frozen_value_edited	src/frozen_claims.py	107	1	0	0	2	COV-orphan-numbers,FRZ-chi_square
frozen_value_edited#019	frozen_value_edited	src/frozen_claims.py	109	1	0	0	1	FRZ-degrees_of_freedom_result
frozen_value_edited#020	frozen_value_edited	src/frozen_claims.py	111	1	0	0	2	COV-orphan-numbers,FRZ-p_value
frozen_value_edited#021	frozen_value_edited	src/frozen_claims.py	113	1	0	0	1	FRZ-largest_count
frozen_value_edited#022	frozen_value_edited	src/frozen_claims.py	115	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_z
frozen_value_edited#023	frozen_value_edited	src/frozen_claims.py	117	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_p
frozen_value_edited#024	frozen_value_edited	src/frozen_claims.py	119	1	0	0	1	FRZ-post_hoc_comparisons
frozen_value_edited#025	frozen_value_edited	src/frozen_claims.py	121	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_p_adjusted
frozen_value_edited#026	frozen_value_edited	src/frozen_claims.py	125	1	0	0	1	FRZ-n_digits_limits
frozen_value_edited#027	frozen_value_edited	src/frozen_claims.py	129	1	0	0	3	COV-orphan-numbers,FRZ-n_checks,META-check-count
frozen_value_edited#028	frozen_value_edited	src/frozen_claims.py	131	1	0	0	2	COV-orphan-numbers,FRZ-n_mutants
frozen_value_edited#029	frozen_value_edited	src/frozen_claims.py	135	1	0	0	2	COV-orphan-numbers,FRZ-min_checks_killed
frozen_value_edited#030	frozen_value_edited	src/frozen_claims.py	137	1	0	0	2	COV-orphan-numbers,FRZ-max_checks_killed
manuscript_number_edited#000	manuscript_number_edited	paper.md	22	1	0	0	2	COV-orphan-numbers,FRZ-n_digits_q
manuscript_number_edited#001	manuscript_number_edited	paper.md	23	1	0	0	2	COV-orphan-numbers,FRZ-n_categories_q
manuscript_number_edited#002	manuscript_number_edited	paper.md	31	1	0	0	2	COV-orphan-numbers,FRZ-n_digits_data
manuscript_number_edited#003	manuscript_number_edited	paper.md	40	1	0	0	1	FRZ-n_reference_digits
manuscript_number_edited#004	manuscript_number_edited	paper.md	55	1	0	0	2	COV-orphan-numbers,FRZ-n_categories_null
manuscript_number_edited#005	manuscript_number_edited	paper.md	56	0	0	0	0	
manuscript_number_edited#006	manuscript_number_edited	paper.md	61	1	0	0	2	COV-orphan-numbers,FRZ-degrees_of_freedom
manuscript_number_edited#007	manuscript_number_edited	paper.md	63	1	0	0	2	COV-orphan-numbers,FRZ-alpha
manuscript_number_edited#008	manuscript_number_edited	paper.md	77	0	0	0	0	
manuscript_number_edited#009	manuscript_number_edited	paper.md	78	1	0	0	1	COV-orphan-numbers
manuscript_number_edited#010	manuscript_number_edited	paper.md	79	1	0	0	1	FRZ-count_2
manuscript_number_edited#011	manuscript_number_edited	paper.md	80	1	0	0	1	FRZ-count_3
manuscript_number_edited#012	manuscript_number_edited	paper.md	81	0	0	0	0	
manuscript_number_edited#013	manuscript_number_edited	paper.md	82	1	0	0	2	COV-orphan-numbers,FRZ-count_5
manuscript_number_edited#014	manuscript_number_edited	paper.md	83	1	0	0	1	FRZ-count_6
manuscript_number_edited#015	manuscript_number_edited	paper.md	84	1	0	0	2	COV-orphan-numbers,FRZ-count_7
manuscript_number_edited#016	manuscript_number_edited	paper.md	85	1	0	0	1	FRZ-count_8
manuscript_number_edited#017	manuscript_number_edited	paper.md	86	1	0	0	2	COV-orphan-numbers,FRZ-count_9
manuscript_number_edited#018	manuscript_number_edited	paper.md	92	1	0	0	2	COV-orphan-numbers,FRZ-chi_square
manuscript_number_edited#019	manuscript_number_edited	paper.md	92	1	0	0	2	COV-orphan-numbers,FRZ-degrees_of_freedom_result
manuscript_number_edited#020	manuscript_number_edited	paper.md	93	1	0	0	2	COV-orphan-numbers,FRZ-p_value
manuscript_number_edited#021	manuscript_number_edited	paper.md	97	1	0	0	1	COV-orphan-numbers
manuscript_number_edited#022	manuscript_number_edited	paper.md	98	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_z
manuscript_number_edited#023	manuscript_number_edited	paper.md	99	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_p
manuscript_number_edited#024	manuscript_number_edited	paper.md	101	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_comparisons
manuscript_number_edited#025	manuscript_number_edited	paper.md	101	1	0	0	2	COV-orphan-numbers,FRZ-post_hoc_p_adjusted
manuscript_number_edited#026	manuscript_number_edited	paper.md	113	1	0	0	2	COV-orphan-numbers,FRZ-n_digits_limits
manuscript_number_edited#027	manuscript_number_edited	paper.md	127	1	0	0	2	COV-orphan-numbers,FRZ-n_checks
manuscript_number_edited#028	manuscript_number_edited	paper.md	147	1	0	0	2	COV-orphan-numbers,FRZ-n_mutants
manuscript_number_edited#029	manuscript_number_edited	paper.md	148	1	0	0	2	COV-orphan-numbers,FRZ-min_checks_killed
manuscript_number_edited#030	manuscript_number_edited	paper.md	149	1	0	0	2	COV-orphan-numbers,FRZ-max_checks_killed
nonnumeric_text_change#000	nonnumeric_text_change	src/cited_constants.py	22	0	0	0	0	
nonnumeric_text_change#001	nonnumeric_text_change	src/data_path_a_spigot.py	18	0	0	0	0	
nonnumeric_text_change#002	nonnumeric_text_change	src/data_path_b_machin.py	17	0	0	0	0	
nonnumeric_text_change#003	nonnumeric_text_change	src/figure.py	20	0	0	0	0	
nonnumeric_text_change#004	nonnumeric_text_change	src/forbidden_phrases.py	21	0	0	0	0	
nonnumeric_text_change#005	nonnumeric_text_change	src/front_matter.py	12	0	0	0	0	
nonnumeric_text_change#006	nonnumeric_text_change	src/frozen_claims.py	50	0	0	0	0	
nonnumeric_text_change#007	nonnumeric_text_change	src/manuscript.py	12	0	0	0	0	
nonnumeric_text_change#008	nonnumeric_text_change	src/stats_path_a_series.py	21	0	0	0	0	
nonnumeric_text_change#009	nonnumeric_text_change	src/stats_path_b_exact.py	23	0	0	0	0	
nonnumeric_text_change#010	nonnumeric_text_change	checks/check_10_structural_invariants.py	64	0	0	0	0	
nonnumeric_text_change#011	nonnumeric_text_change	checks/check_20_cited_constants.py	26	0	0	0	0	
nonnumeric_text_change#012	nonnumeric_text_change	checks/check_30_double_derivation.py	25	0	0	0	0	
nonnumeric_text_change#013	nonnumeric_text_change	checks/check_55_computed_not_hardcoded.py	30	0	0	0	0	
nonnumeric_text_change#014	nonnumeric_text_change	checks/check_80_front_matter.py	28	0	0	0	0	
nonnumeric_text_change#015	nonnumeric_text_change	checks/check_90_claim_map.py	20	0	0	0	0	
nonnumeric_text_change#016	nonnumeric_text_change	paper.md	31	0	0	0	0	
nonnumeric_text_change#017	nonnumeric_text_change	README.md	25	0	0	0	0	
nonnumeric_text_change#018	nonnumeric_text_change	README.md	176	0	0	0	0	
permutation_no_statistical_effect#000	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	2	CIT-agrees-a,DUAL-digits
permutation_no_statistical_effect#001	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	2	CIT-agrees-a,DUAL-digits
permutation_no_statistical_effect#002	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	2	CIT-agrees-a,DUAL-digits
permutation_no_statistical_effect#003	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#004	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#005	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#006	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#007	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#008	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#009	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#010	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#011	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#012	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#013	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#014	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#015	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#016	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#017	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#018	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
permutation_no_statistical_effect#019	permutation_no_statistical_effect	src/data_path_a_spigot.py	38	1	0	0	1	DUAL-digits
result_embedded_in_code#000	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#001	result_embedded_in_code	src/stats_path_a_series.py	22	0	0	0	0	
result_embedded_in_code#002	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#003	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#004	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#005	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#006	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#007	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#008	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#009	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#010	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#011	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#012	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#013	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#014	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#015	result_embedded_in_code	src/stats_path_a_series.py	22	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#016	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#017	result_embedded_in_code	src/stats_path_b_exact.py	24	0	0	0	0	
result_embedded_in_code#018	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#019	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#020	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#021	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#022	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#023	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#024	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#025	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#026	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#027	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#028	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#029	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#030	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
result_embedded_in_code#031	result_embedded_in_code	src/stats_path_b_exact.py	24	1	0	0	1	SPLIT-no-hardcoded-results
